day,TEMP,SO2,CO,O3,WSPM,PRES,NO2,season,PM2.5,station,year,DEWP,month,RAIN
14,3.81666666666667,51.9166666666667,1337.29166666667,68.9166666666667,1.95416666666667,1021.4,70.375,Spring,95.1666666666667,Aotizhongxin,2013,-3.5875,3,0.0
15,6.4,75.5833333333333,2116.5,44.2083333333333,1.42083333333333,1014.5,99.4166666666667,Spring,212.291666666667,Aotizhongxin,2013,-1.06666666666667,3,0.0
16,9.52916666666667,70.125,2173.60869565217,66.6666666666667,1.69583333333333,1016.85416666667,90.375,Spring,244.875,Aotizhongxin,2013,0.883333333333333,3,0.0
17,10.0083333333333,73.6666666666667,2558.0,96.5416666666667,1.14583333333333,1001.9375,113.875,Spring,284.541666666667,Aotizhongxin,2013,3.14583333333333,3,0.0
18,8.38333333333333,19.625,866.583333333333,89.0416666666667,3.6375,1001.22083333333,46.1666666666667,Spring,70.6666666666667,Aotizhongxin,2013,-9.40416666666667,3,0.0041666666666666
19,2.06666666666667,16.5,800.0,19.7272727272727,1.91666666666667,1008.89166666667,49.1666666666667,Spring,41.0,Aotizhongxin,2013,-1.32916666666667,3,0.375
20,1.52083333333333,12.5,920.833333333333,32.0833333333333,2.05833333333333,1017.12083333333,41.5416666666667,Spring,48.9166666666667,Aotizhongxin,2013,-2.82083333333333,3,0.3125
21,3.5875,21.6666666666667,1454.04166666667,11.875,1.65,1004.925,85.75,Spring,148.958333333333,Aotizhongxin,2013,-1.425,3,0.0
22,6.30416666666667,26.0416666666667,979.125,33.9166666666667,2.55,1011.55833333333,70.375,Spring,90.4166666666667,Aotizhongxin,2013,-4.5375,3,0.0
23,4.77083333333333,29.7083333333333,1399.66666666667,29.3478260869565,2.4125,1008.50416666667,57.625,Spring,52.75,Aotizhongxin,2013,-6.29166666666667,3,0.0
25,5.15,52.5,1199.875,38.6882,1.91666666666667,1015.3,87.25,Spring,102.25,Aotizhongxin,2013,-5.375,3,0.0
26,6.8,75.0833333333333,1745.09090909091,12.4563391304348,1.6625,1007.56666666667,106.291666666667,Spring,187.458333333333,Aotizhongxin,2013,-0.795833333333333,3,0.0
27,10.8791666666667,20.7058823529412,868.090909090909,43.1567565217391,2.84583333333333,1005.15833333333,42.9583333333333,Spring,91.625,Aotizhongxin,2013,-4.57083333333333,3,0.0
28,7.87916666666667,12.6666666666667,595.791666666667,57.9166666666667,2.225,1015.56666666667,39.8333333333333,Spring,28.3333333333333,Aotizhongxin,2013,-10.2416666666667,3,0.0
29,6.20833333333333,47.1666666666667,1563.36363636364,16.918975,1.57083333333333,1016.27916666667,88.5,Spring,87.875,Aotizhongxin,2013,-5.3,3,0.0
30,6.45,62.0833333333333,1666.45833333333,33.6666666666667,1.7375,1016.82083333333,68.2083333333333,Spring,79.5416666666667,Aotizhongxin,2013,-2.52916666666667,3,0.0
31,5.57083333333333,14.625,1333.0,3.0,1.49583333333333,1013.11666666667,72.6666666666667,Spring,174.25,Aotizhongxin,2013,2.475,3,0.0
1,10.4583333333333,17.125,1208.16666666667,51.0416666666667,3.07083333333333,1011.70416666667,39.0833333333333,Spring,94.9166666666667,Aotizhongxin,2013,-4.6875,4,0.0
2,10.0375,40.0,1282.47826086957,53.3359416666667,1.91666666666667,1011.40833333333,68.9583333333333,Spring,99.5833333333333,Aotizhongxin,2013,-1.49583333333333,4,0.0
3,11.9166666666667,50.75,1454.04166666667,46.0,1.82916666666667,1006.75416666667,87.7083333333333,Spring,124.166666666667,Aotizhongxin,2013,0.0291666666666667,4,0.0
4,7.75833333333333,62.125,2264.86956521739,19.8260869565217,1.55416666666667,1009.12083333333,84.5833333333333,Spring,66.6666666666667,Aotizhongxin,2013,-0.0916666666666667,4,0.341666666666667
5,8.52083333333333,12.0416666666667,1179.04166666667,37.2916666666667,2.44583333333333,1013.28333333333,41.0833333333333,Spring,54.6666666666667,Aotizhongxin,2013,-0.5125,4,0.1
6,8.55833333333333,7.70833333333333,458.333333333333,58.7916666666667,1.86666666666667,1010.8375,27.0416666666667,Spring,11.0,Aotizhongxin,2013,-6.8625,4,0.0
7,8.84583333333333,41.6666666666667,1254.08333333333,32.7083333333333,1.67083333333333,1002.39583333333,71.875,Spring,79.25,Aotizhongxin,2013,-0.608333333333333,4,0.0
8,9.02083333333333,7.625,450.0,67.5416666666667,4.725,1007.19583333333,21.375,Spring,25.8333333333333,Aotizhongxin,2013,-10.9041666666667,4,0.0
9,8.05,5.70833333333333,408.333333333333,76.4583333333333,3.9625,1014.60416666667,14.4166666666667,Spring,11.7916666666667,Aotizhongxin,2013,-9.12916666666667,4,0.0
10,7.775,6.58333333333333,500.0,57.3203583333333,2.59583333333333,1014.03333333333,32.4583333333333,Spring,12.75,Aotizhongxin,2013,-8.325,4,0.0
11,9.7875,10.6368666666667,754.545454545455,39.7641833333333,2.14583333333333,1012.80833333333,61.5259416666667,Spring,22.9166666666667,Aotizhongxin,2013,-7.93333333333333,4,0.0
12,14.7375,23.4818333333333,827.272727272727,26.3485333333333,1.99166666666667,1006.7875,87.8035458333333,Spring,53.8333333333333,Aotizhongxin,2013,-2.19583333333333,4,0.0
13,17.3791666666667,27.2083333333333,754.166666666667,40.9583333333333,3.075,999.095833333333,53.5,Spring,61.5833333333333,Aotizhongxin,2013,0.133333333333333,4,0.0
14,11.9375,13.875,637.5,58.9583333333333,2.39583333333333,1004.55416666667,41.5,Spring,34.875,Aotizhongxin,2013,-2.82916666666667,4,0.0
15,12.7208333333333,50.5416666666667,1399.83333333333,44.5416666666667,1.77916666666667,997.729166666667,74.2916666666667,Spring,74.7083333333333,Aotizhongxin,2013,1.36666666666667,4,0.0
16,14.5291666666667,33.3333333333333,979.083333333333,56.85,2.38333333333333,1001.20833333333,44.8421052631579,Spring,57.0416666666667,Aotizhongxin,2013,0.5875,4,0.0
17,12.3583333333333,20.875,683.333333333333,57.2916666666667,2.09583333333333,1005.9125,52.7083333333333,Spring,47.9583333333333,Aotizhongxin,2013,-1.09583333333333,4,0.0
18,11.0208333333333,4.4285,352.173913043478,68.3004090909091,2.52083333333333,1017.20416666667,28.932125,Spring,11.0416666666667,Aotizhongxin,2013,-11.6166666666667,4,0.0
19,6.19583333333333,20.7083333333333,758.333333333333,36.2916666666667,2.70416666666667,1018.65833333333,56.4166666666667,Spring,49.5833333333333,Aotizhongxin,2013,-1.24583333333333,4,0.0125
20,8.92083333333333,11.125,691.666666666667,45.9166666666667,2.07916666666667,1015.35833333333,55.125,Spring,69.5833333333333,Aotizhongxin,2013,0.7625,4,0.0
21,11.8708333333333,28.9577,1061.05555555556,19.0,2.29166666666667,1012.3625,71.17055,Spring,127.041666666667,Aotizhongxin,2013,3.29583333333333,4,0.0
22,12.2833333333333,46.6123333333333,1173.86956521739,27.0,1.7,1008.33333333333,66.9208291666667,Spring,172.708333333333,Aotizhongxin,2013,6.23333333333333,4,0.0
23,11.7875,28.0833333333333,1195.75,16.0,1.35833333333333,1005.7,62.25,Spring,183.833333333333,Aotizhongxin,2013,7.67083333333333,4,0.0
24,15.3583333333333,14.7916666666667,887.458333333333,36.7916666666667,1.92916666666667,1005.20416666667,39.5833333333333,Spring,89.0416666666667,Aotizhongxin,2013,2.25833333333333,4,0.0
25,14.9125,5.70833333333333,425.0,50.5,2.3,1007.47916666667,39.2083333333333,Spring,12.1666666666667,Aotizhongxin,2013,-3.28333333333333,4,0.0
26,16.1875,35.8260869565217,1030.39130434783,42.2173913043478,1.34166666666667,1004.45,78.5217391304348,Spring,65.125,Aotizhongxin,2013,2.20416666666667,4,0.0
27,17.8041666666667,46.1857043478261,970.588235294118,76.2474260869565,1.4375,1005.23333333333,67.1529217391304,Spring,64.5,Aotizhongxin,2013,3.7125,4,0.0
28,16.2541666666667,55.0,1616.45833333333,74.1666666666667,1.2875,1004.77083333333,60.2916666666667,Spring,71.9583333333333,Aotizhongxin,2013,4.39166666666667,4,0.0
29,20.1166666666667,6.91666666666667,358.823529411765,79.7366416666667,2.25416666666667,1006.45,24.125,Spring,14.625,Aotizhongxin,2013,-2.975,4,0.0
30,20.7166666666667,7.5,379.166666666667,65.0416666666667,1.58333333333333,1008.27083333333,43.5,Spring,17.7916666666667,Aotizhongxin,2013,-3.4625,4,0.0
1,17.4041666666667,20.5,565.217391304348,53.3333333333333,1.95416666666667,1009.47083333333,47.875,Spring,35.125,Aotizhongxin,2013,2.45,5,0.0
2,19.2291666666667,44.2916666666667,999.916666666667,66.1428571428571,1.75,1006.31666666667,64.0833333333333,Spring,79.0434782608696,Aotizhongxin,2013,5.17083333333333,5,0.0
3,18.1291666666667,27.375,670.833333333333,104.583333333333,2.07916666666667,1011.19166666667,30.375,Spring,85.1666666666667,Aotizhongxin,2013,7.23333333333333,5,0.0
4,18.7791666666667,29.5416666666667,637.5,92.5416666666667,1.8625,1010.77083333333,37.2083333333333,Spring,101.958333333333,Aotizhongxin,2013,8.93333333333333,5,0.0
5,20.5875,47.5416666666667,1366.625,78.375,1.43333333333333,1010.6,72.1666666666667,Spring,197.416666666667,Aotizhongxin,2013,11.9916666666667,5,0.0
6,22.9333333333333,34.8333333333333,1417.34782608696,111.06785,1.525,1008.67916666667,50.25,Spring,221.375,Aotizhongxin,2013,13.175,5,0.0
7,23.2416666666667,51.7916666666667,1404.08333333333,92.375,1.45833333333333,1009.2,85.7916666666667,Spring,178.666666666667,Aotizhongxin,2013,12.4333333333333,5,0.0
8,20.0708333333333,73.125,1369.47826086957,76.1015043478261,1.62083333333333,1008.22916666667,65.0416666666667,Spring,130.041666666667,Aotizhongxin,2013,12.65,5,0.0291666666666667
9,17.6875,21.8333333333333,495.652173913043,44.4166666666667,1.09166666666667,1004.0125,62.875,Spring,52.0,Aotizhongxin,2013,12.05,5,0.0
10,21.3833333333333,16.5833333333333,545.833333333333,57.0833333333333,2.32916666666667,996.083333333333,59.5,Spring,50.9583333333333,Aotizhongxin,2013,4.89166666666667,5,0.0
11,22.7958333333333,20.6666666666667,521.739130434783,44.1213916666667,1.70416666666667,990.033333333333,71.1666666666667,Spring,43.0833333333333,Aotizhongxin,2013,3.05416666666667,5,0.0
12,22.2333333333333,22.9166666666667,520.833333333333,57.7916666666667,1.38333333333333,994.491666666667,63.4166666666667,Spring,36.0,Aotizhongxin,2013,1.5375,5,0.0
13,21.1125,69.7916666666667,1595.625,69.2916666666667,1.3875,996.791666666667,87.5833333333333,Spring,85.8333333333333,Aotizhongxin,2013,6.60416666666667,5,0.0
14,23.0375,20.7916666666667,687.416666666667,80.0416666666667,1.83333333333333,1002.5375,50.4583333333333,Spring,49.0833333333333,Aotizhongxin,2013,5.99166666666667,5,0.0
15,21.9916666666667,64.7916666666667,1383.25,95.9583333333333,1.4875,1010.44166666667,65.7083333333333,Spring,63.2083333333333,Aotizhongxin,2013,8.34166666666667,5,0.0
16,21.2041666666667,34.4166666666667,865.173913043478,88.06925,1.60416666666667,1010.975,61.4583333333333,Spring,124.0,Aotizhongxin,2013,11.1583333333333,5,0.0
17,20.7875,33.5,1233.125,89.0,1.55,1005.9375,53.3333333333333,Spring,105.333333333333,Aotizhongxin,2013,13.4291666666667,5,0.0
18,20.7333333333333,20.8333333333333,1104.04166666667,68.7083333333333,2.26666666666667,1000.49166666667,52.5416666666667,Spring,119.541666666667,Aotizhongxin,2013,15.1875,5,0.0
19,20.6208333333333,11.4583333333333,512.5,58.4309583333333,3.075,995.095833333333,26.3333333333333,Spring,56.2083333333333,Aotizhongxin,2013,4.98333333333333,5,0.0
20,20.8333333333333,21.0,390.909090909091,74.4132956521739,3.25,995.0125,50.25,Spring,38.9583333333333,Aotizhongxin,2013,3.32083333333333,5,0.0
23,22.6583333333333,36.0833333333333,1799.88888888889,95.3018,1.025,1004.60416666667,96.0416666666667,Spring,62.4166666666667,Aotizhongxin,2013,10.8666666666667,5,0.0
24,23.7666666666667,20.7083333333333,1462.41666666667,56.625,1.37916666666667,1006.36666666667,75.2916666666667,Spring,103.958333333333,Aotizhongxin,2013,13.8541666666667,5,0.0
25,24.35,31.0416666666667,879.166666666667,87.4166666666667,1.36666666666667,1004.90416666667,62.4583333333333,Spring,59.7916666666667,Aotizhongxin,2013,14.0958333333333,5,0.0
26,21.0375,12.0,1366.45833333333,19.375,1.3375,1003.22916666667,55.625,Spring,97.3333333333333,Aotizhongxin,2013,17.3916666666667,5,0.025
27,18.7708333333333,7.16666666666667,804.347826086957,33.2727272727273,1.09583333333333,1002.12083333333,53.625,Spring,67.2916666666667,Aotizhongxin,2013,16.4208333333333,5,0.108333333333333
28,19.6416666666667,3.375,929.125,18.3333333333333,1.725,1000.1125,70.0833333333333,Spring,70.4166666666667,Aotizhongxin,2013,16.1541666666667,5,0.0791666666666667
29,23.9958333333333,5.375,275.0,76.6666666666667,2.6125,1003.86666666667,31.5,Spring,15.125,Aotizhongxin,2013,4.275,5,0.0
30,24.9083333333333,20.75,645.454545454545,98.0856083333333,2.45,1000.5125,81.5416666666667,Spring,55.1666666666667,Aotizhongxin,2013,8.75833333333333,5,0.0
31,24.2625,32.25,800.0,128.267158333333,1.75833333333333,997.0125,52.8333333333333,Spring,94.7083333333333,Aotizhongxin,2013,15.6625,5,0.0
1,24.675,9.25,570.833333333333,78.25,1.3,1000.95416666667,61.0416666666667,Summer,69.9583333333333,Aotizhongxin,2013,9.8375,6,0.0
2,21.9583333333333,15.375,1545.75,72.3333333333333,1.12916666666667,999.1875,67.7083333333333,Summer,153.708333333333,Aotizhongxin,2013,16.45,6,0.0
3,24.9916666666667,14.5416666666667,1266.58333333333,111.416666666667,1.05833333333333,999.379166666667,78.75,Summer,118.458333333333,Aotizhongxin,2013,15.9333333333333,6,0.0
4,20.5666666666667,13.0,1670.66666666667,59.875,1.34166666666667,1006.175,88.5833333333333,Summer,123.333333333333,Aotizhongxin,2013,16.9791666666667,6,0.583333333333333
5,18.95,3.0,1537.29166666667,22.1666666666667,0.925,1006.45833333333,55.5416666666667,Summer,122.791666666667,Aotizhongxin,2013,18.125,6,0.291666666666667
6,19.2375,3.75,2270.375,11.2083333333333,0.9,1004.76666666667,58.5416666666667,Summer,126.791666666667,Aotizhongxin,2013,18.2458333333333,6,0.0125
7,20.1291666666667,5.79166666666667,2253.70833333333,5.83333333333333,0.916666666666667,1003.02916666667,67.875,Summer,121.782608695652,Aotizhongxin,2013,19.1291666666667,6,0.779166666666667
8,19.8708333333333,7.45833333333333,2528.91666666667,7.66666666666667,0.8875,1002.22916666667,81.1666666666667,Summer,169.916666666667,Aotizhongxin,2013,19.3875,6,0.0833333333333333
9,17.8041666666667,5.72613333333333,1013.54545454545,22.1208416666667,1.475,1005.075,65.57535,Summer,47.875,Aotizhongxin,2013,17.1208333333333,6,0.5625
10,20.5916666666667,5.125,537.5,42.2083333333333,0.991666666666667,1006.92916666667,70.0833333333333,Summer,23.4583333333333,Aotizhongxin,2013,15.2291666666667,6,0.0041666666666666
11,20.9166666666667,5.75,545.833333333333,58.9166666666667,1.42916666666667,1002.92083333333,88.25,Summer,62.4583333333333,Aotizhongxin,2013,15.4041666666667,6,0.308333333333333
12,21.3458333333333,13.8333333333333,824.958333333333,106.291666666667,1.39583333333333,1002.33333333333,69.0833333333333,Summer,60.125,Aotizhongxin,2013,15.3583333333333,6,0.0041666666666666
13,23.9708333333333,32.2916666666667,1199.79166666667,129.625,1.45416666666667,1002.75416666667,84.5833333333333,Summer,112.708333333333,Aotizhongxin,2013,16.5625,6,0.0
14,26.2,33.875,804.166666666667,154.833333333333,1.96666666666667,1002.42083333333,78.9583333333333,Summer,109.958333333333,Aotizhongxin,2013,14.2875,6,0.0
15,25.4,37.8333333333333,1295.31818181818,100.041666666667,1.10833333333333,1001.52916666667,108.782608695652,Summer,126.583333333333,Aotizhongxin,2013,16.6125,6,0.0
16,22.3666666666667,36.875,1847.5652173913,35.2173913043478,1.26666666666667,998.266666666667,91.0833333333333,Summer,172.833333333333,Aotizhongxin,2013,19.0666666666667,6,0.0416666666666667
17,25.8666666666667,8.5,562.458333333333,86.125,1.3375,996.05,56.0,Summer,43.5833333333333,Aotizhongxin,2013,17.6541666666667,6,0.0
18,27.1208333333333,14.4166666666667,639.130434782609,83.3478260869565,1.50833333333333,992.2375,90.875,Summer,48.125,Aotizhongxin,2013,17.4666666666667,6,0.0
19,28.4875,22.1111111111111,870.411764705882,103.07061,1.11666666666667,997.129166666667,60.6105739130435,Summer,52.4166666666667,Aotizhongxin,2013,17.1708333333333,6,0.0
20,25.85,19.9806608695652,340.0,68.4405473684211,0.854166666666667,1001.82083333333,96.9434913043478,Summer,56.2083333333333,Aotizhongxin,2013,19.575,6,0.0
28,25.2041666666667,32.7551304347826,2709.6,62.8612952380952,1.125,995.575,76.704147826087,Summer,318.0,Aotizhongxin,2013,22.0166666666667,6,0.708333333333333
29,22.6916666666667,10.2916666666667,1503.91666666667,40.3333333333333,1.05833333333333,998.8625,61.3333333333333,Summer,101.833333333333,Aotizhongxin,2013,21.2333333333333,6,0.0375
30,24.7833333333333,18.9166666666667,2437.125,29.0,0.8,998.1625,70.5416666666667,Summer,221.541666666667,Aotizhongxin,2013,23.0916666666667,6,0.0
1,24.85,18.9039333333333,2079.7,6.48326363636364,1.375,993.4625,72.6846625,Summer,174.916666666667,Aotizhongxin,2013,23.3208333333333,7,1.625
2,28.625,4.70833333333333,374.958333333333,75.2916666666667,2.02916666666667,989.9875,43.9583333333333,Summer,13.7916666666667,Aotizhongxin,2013,18.3583333333333,7,0.425
3,29.2541666666667,8.41666666666667,504.166666666667,61.6666666666667,0.916666666666667,990.045833333333,72.2916666666667,Summer,26.9166666666667,Aotizhongxin,2013,20.2041666666667,7,0.0
4,27.7416666666667,6.66666666666667,400.0,71.1304347826087,1.09583333333333,988.908333333333,57.2916666666667,Summer,21.6666666666667,Aotizhongxin,2013,19.05,7,0.1375
5,29.0166666666667,5.41666666666667,350.0,85.7083333333333,1.65416666666667,992.704166666667,45.9166666666667,Summer,19.7916666666667,Aotizhongxin,2013,18.9708333333333,7,0.0
6,28.9333333333333,13.7083333333333,766.666666666667,124.541666666667,2.2,995.458333333333,59.2083333333333,Summer,57.125,Aotizhongxin,2013,20.2916666666667,7,0.366666666666667
7,26.8958333333333,9.0,739.086956521739,131.478260869565,1.175,994.7375,42.1666666666667,Summer,88.2916666666667,Aotizhongxin,2013,23.2375,7,0.154166666666667
8,24.9708333333333,6.125,804.166666666667,84.1666666666667,0.908333333333333,996.8875,54.8333333333333,Summer,98.4166666666667,Aotizhongxin,2013,23.7458333333333,7,1.22083333333333
9,24.0375,6.54166666666667,820.833333333333,26.125,0.970833333333333,997.770833333333,60.875,Summer,88.4166666666667,Aotizhongxin,2013,23.4833333333333,7,0.441666666666667
10,22.8958333333333,3.70833333333333,536.363636363636,19.7727272727273,0.7375,999.829166666667,53.8333333333333,Summer,31.25,Aotizhongxin,2013,21.9416666666667,7,0.233333333333333
11,24.5,4.2436,552.941176470588,29.0045833333333,0.945833333333333,1000.67083333333,57.924,Summer,34.4166666666667,Aotizhongxin,2013,21.4125,7,0.0
12,26.5541666666667,6.1303,740.0,123.144915789474,1.49583333333333,1000.29166666667,55.201375,Summer,68.3333333333333,Aotizhongxin,2013,22.175,7,0.0
13,27.7,9.33333333333333,1108.69565217391,110.95652173913,1.14583333333333,1001.3875,47.7916666666667,Summer,129.458333333333,Aotizhongxin,2013,23.6416666666667,7,0.0
14,26.8,16.0416666666667,945.833333333333,85.9583333333333,1.2375,1001.95,46.875,Summer,100.708333333333,Aotizhongxin,2013,22.3,7,0.570833333333333
15,23.75,3.70833333333333,1191.66666666667,7.0,0.75,993.75,52.5833333333333,Summer,48.25,Aotizhongxin,2013,23.5,7,2.25416666666667
16,27.0291666666667,4.66666666666667,452.173913043478,54.4347826086956,1.80416666666667,994.625,41.375,Summer,23.0416666666667,Aotizhongxin,2013,17.35,7,0.0041666666666666
17,26.9333333333333,12.9583333333333,600.0,84.4583333333333,1.4875,999.641666666667,59.9166666666667,Summer,41.5416666666667,Aotizhongxin,2013,18.575,7,0.0
18,26.2708333333333,16.5,1429.16666666667,75.875,1.45833333333333,998.770833333333,53.5833333333333,Summer,145.666666666667,Aotizhongxin,2013,22.3541666666667,7,0.0
19,26.6791666666667,10.375,817.391304347826,98.5652173913043,1.19166666666667,996.825,49.7916666666667,Summer,130.208333333333,Aotizhongxin,2013,21.9833333333333,7,0.0
20,27.9083333333333,6.75,704.166666666667,85.5833333333333,1.25416666666667,998.45,49.5833333333333,Summer,79.6666666666667,Aotizhongxin,2013,20.5583333333333,7,0.0
21,26.8,8.70833333333333,766.666666666667,83.7083333333333,1.2125,999.366666666667,57.7916666666667,Summer,76.375,Aotizhongxin,2013,21.8125,7,0.0
22,26.4125,16.2845565217391,1050.0,96.5208181818182,1.01666666666667,998.525,62.2067958333333,Summer,85.5,Aotizhongxin,2013,21.0916666666667,7,0.0
23,26.9541666666667,8.5,439.130434782609,102.550091666667,2.0625,994.504166666667,35.5833333333333,Summer,40.9166666666667,Aotizhongxin,2013,19.8375,7,0.0
24,29.4666666666667,9.33333333333333,437.5,58.0416666666667,1.22083333333333,994.370833333333,50.0,Summer,35.9166666666667,Aotizhongxin,2013,19.0958333333333,7,0.0
25,29.6791666666667,12.0,618.181818181818,93.6719565217391,1.32916666666667,996.025,49.375,Summer,31.0416666666667,Aotizhongxin,2013,19.8291666666667,7,0.0
26,25.2333333333333,27.875,1520.83333333333,13.0,1.1375,997.8125,65.0833333333333,Summer,51.25,Aotizhongxin,2013,21.75,7,0.0958333333333333
27,25.0583333333333,5.66666666666667,1291.66666666667,14.4583333333333,0.7375,995.145833333333,67.6666666666667,Summer,105.833333333333,Aotizhongxin,2013,23.3541666666667,7,0.0333333333333333
28,29.2125,6.66666666666667,1073.91304347826,73.3478260869565,1.1625,994.545833333333,53.5652173913044,Summer,69.9166666666667,Aotizhongxin,2013,22.4625,7,0.0
29,28.2625,5.375,825.0,48.125,1.125,994.4125,81.5833333333333,Summer,58.9166666666667,Aotizhongxin,2013,23.6875,7,0.0
30,28.7583333333333,7.45833333333333,929.166666666667,117.166666666667,1.35833333333333,991.970833333333,60.25,Summer,114.916666666667,Aotizhongxin,2013,23.3708333333333,7,0.6125
31,26.0166666666667,6.47826086956522,513.04347826087,114.347826086957,1.44583333333333,994.191666666667,47.9130434782609,Summer,43.7916666666667,Aotizhongxin,2013,22.5125,7,0.933333333333333
1,23.1416666666667,3.41066666666667,626.086956521739,43.1839666666667,0.833333333333333,998.120833333333,63.2701666666667,Summer,43.4583333333333,Aotizhongxin,2013,21.5958333333333,8,0.183333333333333
2,25.675,7.16666666666667,825.0,74.5833333333333,1.11666666666667,1000.21666666667,59.0416666666667,Summer,69.5833333333333,Aotizhongxin,2013,21.35,8,0.0
3,27.1958333333333,4.11253333333333,371.428571428571,93.3043826086956,1.525,997.958333333333,44.0076125,Summer,26.2916666666667,Aotizhongxin,2013,20.0916666666667,8,0.0
4,27.2333333333333,6.39243333333333,625.0,117.939165217391,1.59583333333333,994.483333333333,41.3105,Summer,77.875,Aotizhongxin,2013,21.9458333333333,8,0.133333333333333
5,26.5125,3.5058,450.0,130.071125,1.2125,992.658333333333,48.4020958333333,Summer,45.125,Aotizhongxin,2013,21.175,8,0.0
6,29.3916666666667,4.66026666666667,900.0,117.14323,1.2125,993.775,61.1560043478261,Summer,133.625,Aotizhongxin,2013,24.4041666666667,8,0.0
7,25.0333333333333,5.30494545454545,510.0,55.80805,1.38333333333333,996.9625,41.8726,Summer,33.7083333333333,Aotizhongxin,2013,21.6875,8,0.333333333333333
8,27.3166666666667,6.88643333333333,554.545454545455,89.809419047619,1.25833333333333,994.8625,58.3312,Summer,28.0833333333333,Aotizhongxin,2013,21.1166666666667,8,0.0
9,28.6291666666667,9.98612173913043,428.571428571429,110.039486956522,1.01666666666667,995.679166666667,54.4905041666667,Summer,34.875,Aotizhongxin,2013,21.025,8,0.0
10,30.1166666666667,10.2137666666667,991.666666666667,145.345881818182,1.45416666666667,999.1625,53.8317583333333,Summer,92.3333333333333,Aotizhongxin,2013,24.0041666666667,8,0.0
11,26.5125,4.21416666666667,1363.63636363636,63.5813181818182,1.08333333333333,1000.38333333333,50.7528291666667,Summer,147.291666666667,Aotizhongxin,2013,25.2041666666667,8,3.65416666666667
12,26.8875,3.01846956521739,464.285714285714,72.7338608695652,1.6,999.4125,41.4510409090909,Summer,49.0,Aotizhongxin,2013,23.6458333333333,8,0.0
13,28.5083333333333,8.25,820.833333333333,92.2083333333333,1.41666666666667,999.170833333333,54.0416666666667,Summer,87.1666666666667,Aotizhongxin,2013,24.1791666666667,8,0.0
14,29.0833333333333,6.33333333333333,708.333333333333,96.3333333333333,1.44166666666667,998.358333333333,74.9583333333333,Summer,67.4583333333333,Aotizhongxin,2013,24.5333333333333,8,0.0
15,29.8333333333333,8.58333333333333,1060.86956521739,91.5652173913043,1.04166666666667,996.916666666667,61.375,Summer,121.333333333333,Aotizhongxin,2013,26.4833333333333,8,0.0
16,29.3208333333333,8.16666666666667,1325.0,39.9166666666667,1.05416666666667,992.045833333333,66.75,Summer,126.5,Aotizhongxin,2013,26.6791666666667,8,0.0458333333333333
17,30.5791666666667,11.7916666666667,558.333333333333,51.5833333333333,1.44583333333333,996.020833333333,47.8333333333333,Summer,43.5416666666667,Aotizhongxin,2013,16.7166666666667,8,0.0
18,28.6583333333333,5.66666666666667,434.782608695652,76.304347826087,1.54583333333333,1002.68333333333,39.1666666666667,Summer,12.625,Aotizhongxin,2013,16.2791666666667,8,0.0
